,FFSR1,FFSR2,FFSR3,FFSR4,RFSR1,RFSR2,RFSR3,RFSR4
1408,0,0,0,3728,4,87,421,0
1409,0,0,0,3728,0,85,421,0
1410,0,0,0,3714,0,82,423,0
1411,0,0,0,3730,0,84,420,0
1412,0,0,0,3723,6,84,427,0
1413,0,0,0,3743,14,83,416,0
1414,0,0,0,3760,24,86,421,0
1415,0,0,0,3760,23,85,425,0
1416,0,0,0,3757,0,87,427,0
1417,0,0,0,3760,0,88,429,0
1418,0,0,0,3759,9,87,429,0
1419,0,0,0,3760,23,86,430,0
1420,0,0,0,3760,25,86,429,0
1421,0,0,0,3756,16,86,430,0
1422,4,0,0,3758,24,86,426,0
1423,3,0,0,3766,0,85,428,0
1424,0,0,0,3765,0,81,420,0
1425,6,0,0,3761,0,82,430,0
1426,13,0,0,3762,3,83,429,0
1427,35,0,0,3758,0,84,432,0
1428,1,0,0,3761,2,84,434,0
1429,16,0,0,3760,3,84,435,0
1430,1,0,0,3757,0,86,434,0
1431,15,0,0,3755,0,88,436,0
1432,75,0,0,3751,3,87,423,0
1433,55,0,0,3755,11,88,435,0
1434,10,0,0,3750,23,88,435,0
1435,17,0,0,3749,27,88,437,0
1436,20,0,0,3746,21,88,437,0
1437,22,0,0,3741,25,87,436,0
1438,30,0,0,3743,23,87,437,0
1439,45,0,0,3742,22,87,436,0
1440,98,0,0,3742,27,87,440,0
1441,89,0,0,3739,17,87,438,0
1442,96,0,0,3738,19,87,440,0
1443,105,0,0,3747,1,86,439,0
1444,112,0,0,3745,1,87,439,0
1445,98,0,0,3731,0,87,440,0
1446,103,0,0,3745,11,87,437,0
1447,112,0,0,3743,10,87,428,0
1448,116,0,0,3743,1,86,442,0
1449,117,0,0,3743,1,89,441,0
1450,112,0,0,3728,1,89,431,0
1451,102,0,0,3743,1,89,443,0
1452,123,0,0,3740,1,89,443,0
1453,126,0,0,3737,0,84,447,0
1454,127,0,0,3742,35,85,449,0
1455,126,0,0,3737,20,83,451,0
1456,124,0,0,3741,37,83,451,0
1457,112,0,0,3743,44,83,449,0
1458,109,0,0,3744,45,83,450,0
1459,122,0,0,3744,36,82,450,0
1460,115,0,0,3745,30,82,447,0
1461,124,0,0,3745,45,83,448,0
1462,126,0,0,3746,21,83,450,0
1463,128,0,0,3745,24,84,451,0
1464,128,0,0,3754,40,84,451,0
1465,129,0,0,3744,49,84,454,0
1466,118,0,0,3742,45,83,456,0
1467,94,0,0,3754,39,85,453,0
1468,142,0,0,3741,49,86,452,0
1469,108,0,0,3754,50,86,436,0
1470,110,0,0,3755,36,86,439,0
1471,108,0,0,3756,5,86,437,0
1472,2883,1837,0,2751,0,94,749,606
1473,2883,1835,0,2751,0,94,748,600
1474,2887,1841,0,2752,0,94,747,599
1475,2883,1674,0,2782,0,96,751,594
1476,2884,1808,0,2736,0,92,751,598
1477,2887,1751,0,2706,0,93,751,596
1478,2885,1635,0,2738,0,95,751,594
1479,2877,1755,0,2702,0,94,752,595
1480,2869,1625,0,2702,0,94,752,598
1481,2867,1706,0,2706,0,94,750,594
1482,2878,1779,0,2704,0,94,753,596
1483,2867,1790,0,2736,0,95,749,606
1484,2874,1802,0,2750,0,96,751,596
1485,2885,1808,0,2759,0,96,751,606
1486,2867,1805,0,2736,0,96,749,598
1487,2883,1820,0,2750,0,96,751,601
1488,2871,1834,0,2747,0,95,748,614
1489,2871,1847,0,2763,0,94,749,613
1490,2871,1900,0,2750,0,95,750,616
1491,2866,1914,0,2742,0,94,752,614
1492,2870,1916,0,2765,0,94,751,598
1493,2867,1835,0,2768,0,94,751,595
1494,2865,1827,0,2763,0,95,751,599
1495,2875,1836,0,2763,0,96,752,599
1496,2871,1799,0,2758,0,95,751,601
1497,2866,1801,0,2726,0,93,751,603
1498,2869,1797,0,2711,0,93,751,600
1499,2866,1794,0,2735,0,94,752,599
1500,2864,1798,0,2717,0,94,752,603
1501,2866,1792,0,2726,0,94,752,600
1502,2866,1800,0,2729,0,94,751,600
1503,2866,1795,0,2724,0,95,751,602
1504,2867,1798,0,2727,0,95,751,603
1505,2865,1798,0,2726,0,95,752,603
1506,2865,1801,0,2729,0,94,753,603
1507,2869,1798,0,2730,0,93,753,604
1508,2866,1798,0,2726,0,92,754,604
1509,2867,1799,0,2731,0,93,754,603
1510,2855,1789,0,2717,0,95,753,604
1511,2867,1797,0,2733,0,96,754,605
1512,2868,1805,0,2733,0,96,754,604
1513,2868,1803,0,2726,0,95,755,604
1514,2869,1807,0,2716,0,95,754,607
1515,2867,1805,0,2672,0,95,754,610
1516,2867,1798,0,2675,0,96,754,606
1517,2869,1802,0,2674,0,98,754,605
1518,2870,1801,0,2677,0,98,754,605
1519,2870,1801,0,2679,0,98,753,606
1520,2869,1803,0,2675,0,98,754,606
1521,2866,1801,0,2677,0,98,755,609
1522,2867,1802,0,2682,0,98,755,610
1523,2869,1803,0,2688,0,98,756,610
1524,2864,1798,0,2689,0,96,756,611
1525,2864,1803,0,2688,0,98,758,610
1526,2864,1806,0,2692,0,96,758,608
1527,2865,1807,0,2697,0,96,757,608
1528,2864,1806,0,2689,0,96,758,609
1529,2865,1809,0,2681,0,97,757,610
1530,2864,1810,0,2681,0,98,757,608
1531,2862,1810,0,2679,0,98,757,609
1532,2862,1810,0,2681,0,97,757,610
1533,2863,1808,0,2671,0,98,757,611
1534,2863,1810,0,2672,0,97,757,611
1535,2865,1809,0,2682,0,96,757,608
1536,0,3399,0,0,0,90,626,692
1537,0,3383,0,0,0,91,626,694
1538,0,3401,0,0,0,91,628,694
1539,0,3388,0,0,0,91,627,694
1540,0,3393,0,0,0,91,628,696
1541,0,3398,0,0,0,91,629,696
1542,0,3396,0,0,0,91,628,696
1543,0,3386,0,0,0,91,628,696
1544,0,3395,0,0,0,91,628,697
1545,0,3395,0,0,0,91,629,698
1546,0,3394,0,0,0,91,629,699
1547,0,3393,0,0,0,91,629,701
1548,0,3395,0,0,0,92,628,701
1549,0,3393,0,0,0,91,624,701
1550,0,3393,0,0,0,91,621,703
1551,0,3396,0,0,0,90,621,704
1552,0,3392,0,0,0,90,621,705
1553,0,3393,0,0,0,91,620,704
1554,0,3392,0,0,0,90,623,701
1555,0,3392,0,0,0,90,623,700
1556,0,3391,0,0,0,90,624,701
1557,0,3392,0,0,0,90,623,702
1558,0,3392,0,0,0,89,624,703
1559,0,3391,0,0,0,91,624,703
1560,0,3374,0,0,0,93,625,705
1561,0,3392,0,0,0,92,627,704
1562,0,3391,0,0,0,91,627,702
1563,0,3391,0,0,0,91,627,703
1564,0,3389,0,0,0,91,628,704
1565,0,3376,0,0,0,91,627,703
1566,0,3386,0,0,0,91,627,704
1567,0,3403,0,0,0,90,628,704
1568,0,3387,0,0,0,90,630,705
1569,0,3388,0,0,0,91,631,706
1570,0,3388,0,0,0,91,632,706
1571,0,3387,0,0,0,91,631,705
1572,0,3385,0,0,0,91,626,705
1573,0,3383,0,0,0,91,626,706
1574,0,3387,0,0,0,92,626,706
1575,0,3382,0,0,0,92,627,706
1576,0,3387,0,0,0,91,634,709
1577,0,3387,0,0,0,91,640,708
1578,0,3386,0,0,0,92,610,695
1579,0,3383,0,0,0,90,611,699
1580,0,3382,0,0,0,92,612,703
1581,0,3383,0,0,0,92,611,703
1582,0,3378,0,0,0,90,611,704
1583,0,3392,0,0,0,91,621,702
1584,0,3389,0,0,0,91,619,703
1585,0,3383,0,0,0,91,620,703
1586,0,3328,0,0,0,92,621,704
1587,0,3335,0,0,0,93,632,706
1588,0,3331,0,0,0,93,634,706
1589,0,3327,0,0,0,93,635,707
1590,0,3338,0,0,0,93,636,706
1591,0,3337,0,0,0,93,636,707
1592,0,3334,0,0,0,94,637,706
1593,0,3341,0,0,0,93,636,706
1594,0,3356,0,0,0,93,632,708
1595,0,3370,0,0,0,94,628,709
1596,0,3362,0,0,0,93,636,709
1597,0,3373,0,0,0,93,635,709
1598,0,3379,0,0,0,93,634,710
1599,0,3381,0,0,0,93,636,709
1600,0,0,0,0,0,41,704,716
1601,0,0,0,0,0,41,704,716
1602,0,0,0,0,0,41,705,716
1603,0,0,0,0,0,41,707,716
1604,0,0,0,0,0,41,709,716
1605,0,0,0,0,0,42,711,716
1606,0,0,0,0,0,41,710,717
1607,0,0,0,0,0,41,712,717
1608,0,0,0,0,0,41,712,717
1609,0,0,0,0,0,41,714,718
1610,0,0,0,0,0,41,713,718
1611,0,0,0,0,0,41,712,718
1612,0,0,0,0,0,41,712,718
1613,0,0,0,0,0,41,712,719
1614,19,0,0,0,0,41,712,719
1615,0,0,0,0,0,41,715,720
1616,0,0,0,0,0,41,717,719
1617,0,0,0,0,0,41,716,721
1618,0,0,0,0,0,41,717,721
1619,0,0,0,0,0,41,717,722
1620,0,0,0,0,0,41,718,721
1621,0,0,0,0,0,40,718,722
1622,0,0,0,0,0,40,718,724
1623,0,0,0,0,0,41,719,725
1624,0,0,0,0,0,41,717,725
1625,0,0,0,0,0,41,717,726
1626,6,0,0,0,0,40,717,727
1627,7,0,0,0,0,40,718,727
1628,18,0,0,0,0,40,718,727
1629,15,0,0,0,0,40,718,727
1630,11,0,0,0,0,41,719,727
1631,27,0,0,0,0,42,719,726
1632,17,0,0,0,0,41,720,727
1633,0,0,0,0,0,42,721,728
1634,0,0,0,0,0,41,722,727
1635,0,0,0,0,0,42,720,728
1636,0,0,0,0,0,42,722,729
1637,0,0,0,0,0,42,721,729
1638,0,0,0,0,0,44,720,729
1639,0,0,0,0,0,42,720,729
1640,0,0,0,0,0,42,721,729
1641,19,0,0,0,0,43,720,730
1642,36,0,0,0,0,42,721,729
1643,34,0,0,0,0,42,720,729
1644,34,0,0,0,0,42,720,730
1645,37,0,0,0,0,42,719,731
1646,23,0,0,0,0,43,719,730
1647,42,0,0,0,0,43,717,729
1648,12,0,0,0,0,43,719,730
1649,14,0,0,0,0,43,718,730
1650,11,0,0,0,0,43,721,730
1651,0,0,0,0,0,44,721,730
1652,0,0,0,0,0,44,722,731
1653,16,0,0,0,0,44,720,732
1654,7,0,0,0,0,44,722,733
1655,0,0,0,0,0,43,722,733
1656,7,0,0,0,0,44,722,732
1657,13,0,0,0,0,44,723,733
1658,54,0,0,0,0,45,681,763
1659,37,0,0,0,0,41,704,714
1660,172,0,0,0,0,39,713,690
1661,0,0,0,0,0,42,712,709
1662,64,0,0,0,0,42,699,723
1663,273,0,0,0,0,39,704,741
1664,0,0,1131,2716,0,40,824,699
1665,0,0,1121,2714,0,39,824,698
1666,0,0,1124,2712,0,39,824,700
1667,0,0,1117,2711,0,39,824,700
1668,0,0,1122,2713,0,39,824,701
1669,0,0,1136,2716,0,40,824,702
1670,0,0,1135,2719,0,40,824,703
1671,0,0,1131,2718,0,39,824,703
1672,0,0,1130,2716,0,39,824,703
1673,0,0,1127,2711,0,39,823,703
1674,0,0,1119,2701,0,38,824,704
1675,0,0,1131,2707,0,39,825,703
1676,0,0,1129,2704,0,38,825,702
1677,0,0,1123,2704,0,38,825,703
1678,0,0,1130,2707,0,38,825,703
1679,0,0,1142,2704,0,38,825,704
1680,0,0,1139,2701,0,38,825,705
1681,0,0,1146,2713,0,38,824,705
1682,0,0,1137,2709,0,38,825,704
1683,0,0,1147,2705,0,37,824,706
1684,0,0,1117,2719,0,36,817,743
1685,0,0,758,2717,0,35,814,763
1686,0,0,1021,2729,0,35,816,759
1687,0,0,851,2711,0,36,817,751
1688,0,0,1110,2694,0,37,821,737
1689,0,0,1118,2701,0,37,821,735
1690,0,0,1117,2701,0,38,821,733
1691,0,0,1121,2699,0,38,821,734
1692,0,0,1121,2700,0,39,821,735
1693,0,0,1137,2701,0,38,821,735
1694,0,0,1143,2704,0,38,822,735
1695,0,0,1141,2699,0,38,822,735
1696,0,0,1141,2714,0,38,822,734
1697,0,0,1141,2695,0,39,822,732
1698,0,0,1137,2689,0,39,822,731
1699,0,0,1120,2643,0,39,824,724
1700,0,0,1127,2601,0,39,825,709
1701,0,0,1125,2580,0,39,827,697
1702,0,0,774,2388,0,38,829,704
1703,0,0,693,2369,0,38,829,702
1704,0,0,720,2352,0,38,829,701
1705,0,0,704,2317,0,38,829,697
1706,0,0,753,2369,0,38,829,706
1707,0,0,867,2373,0,38,829,707
1708,0,0,905,2379,0,39,829,708
1709,0,0,913,2376,0,38,829,709
1710,0,0,1107,2377,0,37,829,708
1711,0,0,1119,2380,0,38,829,710
1712,0,0,1115,2384,0,36,828,708
1713,0,0,1115,2382,0,37,829,708
1714,0,0,1121,2384,0,37,829,708
1715,0,0,1124,2383,0,38,830,707
1716,0,0,1115,2384,0,38,830,707
1717,0,0,1119,2381,0,38,830,706
1718,0,0,1122,2384,0,38,829,705
1719,0,0,1120,2384,0,37,830,706
1720,0,0,1122,2389,0,38,829,708
1721,0,0,1126,2387,0,36,829,708
1722,0,0,1123,2387,0,38,828,708
1723,0,0,1126,2400,0,37,829,709
1724,0,0,1122,2406,0,36,828,709
1725,0,0,1122,2415,0,37,829,710
1726,0,0,1125,2411,0,38,829,710
1727,0,0,1120,2411,0,38,830,710
1728,0,3313,0,0,0,88,504,627
1729,0,3291,0,0,0,87,512,630
1730,0,3293,0,0,0,87,510,632
1731,0,3280,0,0,0,88,520,634
1732,0,3286,0,0,0,86,530,625
1733,0,3291,0,0,0,88,547,630
1734,0,3298,0,0,0,87,564,628
1735,0,3311,0,0,0,85,549,621
1736,0,3377,0,0,0,83,569,609
1737,0,3281,0,0,0,81,591,594
1738,0,3198,0,0,0,85,640,595
1739,0,3270,0,0,0,88,633,600
1740,0,3273,0,0,0,86,634,591
1741,0,3285,0,0,0,87,631,595
1742,0,3281,0,0,0,86,636,600
1743,0,3283,0,0,0,86,639,608
1744,0,3286,0,0,0,88,620,619
1745,0,3295,0,0,0,85,586,625
1746,0,3309,0,0,0,88,575,620
1747,0,3292,0,0,0,85,590,629
1748,0,3275,0,0,0,92,599,629
1749,0,3278,0,0,0,91,595,629
1750,0,3264,0,0,0,91,600,631
1751,0,3265,0,0,0,90,618,628
1752,0,3221,0,0,0,91,627,637
1753,0,3154,0,0,0,89,630,637
1754,0,3239,0,0,0,90,638,639
1755,0,3226,0,0,0,94,648,639
1756,0,3241,0,0,0,91,653,641
1757,0,3231,0,0,0,90,653,640
1758,0,3248,0,0,0,90,654,638
1759,0,3247,0,0,0,89,659,641
1760,0,3259,0,0,0,87,663,642
1761,0,3261,0,0,0,91,666,643
1762,0,3249,0,0,0,90,671,645
1763,0,3235,0,0,0,90,669,643
1764,0,3237,0,0,0,90,669,642
1765,0,3230,0,0,0,92,669,638
1766,0,3236,0,0,0,90,669,641
1767,0,3238,0,0,0,91,671,642
1768,0,3218,0,0,0,92,673,643
1769,0,3213,0,0,0,92,673,643
1770,0,3216,0,0,0,92,674,642
1771,0,3202,0,0,0,93,676,644
1772,0,3181,0,0,0,92,680,644
1773,0,3193,0,0,0,92,672,644
1774,0,3200,0,0,0,91,665,649
1775,0,3194,0,0,0,90,674,654
1776,0,3202,0,0,0,90,670,651
1777,0,3195,0,0,0,89,671,649
1778,0,3173,0,0,0,90,675,645
1779,0,3161,0,0,0,90,673,649
1780,0,3159,0,0,0,90,675,650
1781,0,3161,0,0,0,90,673,650
1782,0,3157,0,0,0,90,675,648
1783,0,3157,0,0,0,90,678,652
1784,0,3155,0,0,0,90,680,651
1785,0,3162,0,0,0,88,678,651
1786,0,3155,0,0,0,89,678,653
1787,0,3153,0,0,0,91,679,651
1788,0,3152,0,0,0,91,681,653
1789,0,3153,0,0,0,91,681,652
1790,0,3151,0,0,0,91,681,653
1791,0,3137,0,0,0,90,683,654
1792,0,0,0,0,0,16,431,705
1793,0,0,0,0,0,16,435,706
1794,0,0,0,0,0,16,427,705
1795,0,0,0,0,0,16,430,702
1796,0,0,0,0,0,15,436,701
1797,0,0,0,0,0,15,454,703
1798,0,0,0,0,0,16,461,706
1799,0,0,0,0,0,16,466,705
1800,0,0,0,0,0,22,473,701
1801,0,0,0,0,0,21,474,701
1802,0,0,0,0,0,24,477,702
1803,0,0,0,0,0,23,481,703
1804,0,0,0,0,0,23,482,703
1805,0,0,0,0,0,25,483,704
1806,0,0,0,0,0,23,484,702
1807,0,0,0,0,0,22,486,701
1808,0,0,0,0,0,23,487,702
1809,0,0,0,0,0,24,487,701
1810,0,0,0,0,0,23,485,698
1811,0,0,0,0,0,23,485,699
1812,0,0,0,0,0,25,488,700
1813,0,0,0,0,0,25,487,699
1814,0,0,0,0,0,24,489,700
1815,0,0,0,0,0,24,490,701
1816,0,0,0,0,0,24,492,700
1817,0,0,0,0,0,23,492,701
1818,0,0,0,0,0,24,492,700
1819,0,0,0,0,0,24,491,700
1820,0,0,0,0,0,25,491,700
1821,0,0,0,0,0,25,492,699
1822,0,0,0,0,0,24,494,697
1823,0,0,0,0,0,25,496,697
1824,0,0,0,0,0,25,499,697
1825,0,0,0,0,0,26,498,698
1826,0,0,0,0,0,25,499,697
1827,0,0,0,0,0,24,499,698
1828,0,0,0,0,0,25,498,698
1829,0,0,0,0,0,25,500,698
1830,0,0,0,0,0,25,501,696
1831,0,0,0,0,0,24,503,696
1832,0,0,0,0,0,25,505,697
1833,0,0,0,0,0,25,505,698
1834,0,0,0,0,0,25,506,698
1835,0,0,0,0,0,25,503,698
1836,0,0,0,0,0,25,507,698
1837,0,0,0,0,0,27,503,703
1838,0,0,0,0,0,26,503,701
1839,0,0,0,0,0,26,503,701
1840,0,0,0,0,0,26,500,701
1841,0,0,0,0,0,27,500,701
1842,0,0,0,0,0,26,501,700
1843,0,0,0,0,0,27,501,700
1844,0,0,0,0,0,25,498,701
1845,0,0,0,0,0,25,496,700
1846,0,0,0,0,0,25,496,700
1847,0,0,0,0,0,25,498,700
1848,0,0,0,0,0,25,497,700
1849,0,0,0,0,0,19,499,701
1850,0,0,0,0,0,21,500,702
1851,0,0,0,0,0,19,501,700
1852,0,0,0,0,0,21,501,700
1853,0,0,0,0,0,21,502,702
1854,0,0,0,0,0,20,502,700
1855,0,0,0,0,0,21,504,699
1856,0,0,0,2407,0,89,891,677
1857,0,0,0,2387,0,90,892,677
1858,0,0,0,2361,0,88,892,677
1859,0,0,0,2397,0,85,891,676
1860,0,0,0,2384,0,91,891,678
1861,0,0,0,2411,0,89,892,680
1862,0,0,0,2416,0,91,892,680
1863,0,0,0,2408,0,92,893,682
1864,0,0,0,2409,0,90,893,681
1865,0,0,0,2341,0,90,892,682
1866,0,0,0,2337,0,91,893,684
1867,0,0,0,2329,0,90,893,682
1868,0,0,0,2326,0,91,894,682
1869,0,0,0,2352,0,92,894,682
1870,0,0,0,2391,0,90,894,682
1871,0,0,0,2402,0,89,894,682
1872,0,0,0,2386,0,88,894,683
1873,0,0,0,2389,0,87,894,684
1874,0,0,0,2391,0,87,894,685
1875,0,0,0,2387,0,88,894,686
1876,0,0,0,2350,0,88,894,688
1877,0,0,0,2335,0,88,895,687
1878,0,0,0,2347,0,87,894,686
1879,0,0,0,2347,0,87,894,687
1880,0,0,0,2349,0,87,894,687
1881,0,0,0,2378,0,89,894,690
1882,0,0,0,2531,0,89,893,705
1883,0,0,0,2384,0,93,893,711
1884,0,0,0,2350,0,91,893,713
1885,0,0,0,2387,0,91,894,711
1886,0,0,0,2349,0,91,894,711
1887,0,0,0,2346,0,91,895,711
1888,0,0,0,2350,0,91,895,710
1889,0,0,0,2352,0,90,895,710
1890,0,0,0,2378,0,90,895,709
1891,0,0,0,2403,0,90,895,709
1892,0,0,0,2377,0,91,895,708
1893,0,0,0,2369,0,88,895,708
1894,0,0,0,2362,0,91,895,707
1895,0,0,0,2357,0,90,895,706
1896,0,0,0,2362,0,91,895,705
1897,0,0,0,2359,0,93,895,704
1898,0,0,0,2362,0,91,895,702
1899,0,0,0,2355,0,91,895,700
1900,0,0,0,2362,0,91,895,701
1901,0,0,0,2351,0,95,896,703
1902,0,0,0,2345,0,93,896,703
1903,0,0,0,2331,0,92,896,704
1904,0,0,0,2314,0,92,897,706
1905,0,0,0,2331,0,94,897,704
1906,0,0,0,2313,0,93,893,711
1907,0,0,0,2151,0,95,896,717
1908,0,0,0,2224,0,93,896,715
1909,0,0,0,2262,0,94,896,710
1910,0,0,0,2285,0,94,898,705
1911,0,0,0,2314,0,96,899,701
1912,0,0,0,2332,0,94,899,696
1913,0,0,0,2362,0,94,898,689
1914,0,0,0,2354,0,94,898,692
1915,0,0,0,2481,0,95,898,691
1916,0,0,0,2494,0,95,899,691
1917,0,0,0,2528,0,94,898,692
1918,0,0,0,2530,0,95,898,694
1919,0,0,0,2510,0,95,898,694
1920,3319,0,0,0,597,10,822,901
1921,3329,0,0,0,622,9,820,900
1922,3334,0,0,0,631,12,820,901
1923,3340,0,0,0,620,11,822,903
1924,3344,0,0,0,620,11,824,902
1925,3335,0,0,0,641,11,830,899
1926,3227,0,0,0,469,14,834,884
1927,3300,0,0,0,536,15,819,891
1928,3301,0,0,0,588,15,829,894
1929,3379,0,0,0,628,14,794,892
1930,3376,0,0,0,631,15,800,892
1931,3393,0,0,0,614,14,810,895
1932,3391,0,0,0,590,15,819,896
1933,3366,0,0,0,605,16,818,896
1934,3365,0,0,0,618,15,815,895
1935,3364,0,0,0,619,14,815,896
1936,3360,0,0,0,614,15,818,897
1937,3355,0,0,0,623,15,818,905
1938,3344,0,0,0,642,15,818,867
1939,3318,0,0,0,597,17,805,830
1940,3280,0,0,0,545,17,810,841
1941,3271,0,0,0,522,17,814,820
1942,3281,0,0,0,561,16,810,834
1943,3334,0,0,0,581,18,820,817
1944,3193,0,0,0,658,17,828,802
1945,3024,0,0,0,634,19,850,784
1946,2959,0,0,0,625,18,855,794
1947,2934,0,0,0,637,18,857,779
1948,3119,0,0,0,653,18,849,801
1949,3171,0,0,0,651,18,827,810
1950,3151,0,0,0,619,18,826,822
1951,3111,0,0,0,602,19,828,831
1952,3097,0,0,0,599,20,826,828
1953,3145,0,0,0,623,19,822,832
1954,3136,0,0,0,621,19,824,833
1955,3131,0,0,0,617,18,827,834
1956,3136,0,0,0,621,19,827,837
1957,3152,0,0,0,624,19,826,838
1958,3141,0,0,0,624,18,826,841
1959,3138,0,0,0,624,19,827,841
1960,3142,0,0,0,625,18,826,842
1961,3126,0,0,0,624,18,827,842
1962,3136,0,0,0,623,20,828,841
1963,3143,0,0,0,626,19,828,843
1964,3145,0,0,0,626,19,826,843
1965,3136,0,0,0,625,20,828,845
1966,3152,0,0,0,626,20,828,847
1967,3165,0,0,0,626,21,829,847
1968,3155,0,0,0,627,22,829,847
1969,3163,0,0,0,627,21,829,847
1970,3161,0,0,0,627,21,829,847
1971,3159,0,0,0,626,22,830,848
1972,3153,0,0,0,625,21,828,847
1973,3163,0,0,0,626,22,830,848
1974,3161,0,0,0,626,21,830,849
1975,3151,0,0,0,625,21,829,848
1976,3157,0,0,0,627,24,829,849
1977,3164,0,0,0,628,22,829,849
1978,3155,0,0,0,627,22,829,849
1979,3158,0,0,0,627,21,829,849
1980,3155,0,0,0,627,19,830,850
1981,3152,0,0,0,627,22,830,851
1982,3147,0,0,0,627,20,830,851
1983,3146,0,0,0,627,19,830,852
1984,0,2078,2385,0,0,432,896,852
1985,0,2082,2428,0,0,434,895,852
1986,0,2071,2416,0,0,429,894,851
1987,0,2083,2384,0,0,434,896,853
1988,0,2086,2375,0,0,433,897,853
1989,0,2063,2332,0,0,433,898,853
1990,0,2077,2353,0,0,434,898,853
1991,0,2069,2375,0,0,434,898,853
1992,0,2047,2375,0,0,434,897,854
1993,0,2033,2400,0,0,434,897,854
1994,0,2029,2550,0,0,438,897,854
1995,0,2010,2480,0,0,435,897,854
1996,0,1925,2416,0,0,441,901,853
1997,0,528,2614,0,0,457,910,851
1998,0,0,2705,0,0,404,920,842
1999,0,0,2750,0,0,298,932,842
2000,0,0,2758,0,0,359,932,847
2001,0,0,2769,0,0,531,916,847
2002,0,0,2752,0,0,571,887,851
2003,0,0,2738,0,0,563,887,852
2004,0,0,2725,0,0,564,886,853
2005,0,0,2726,0,0,563,885,851
2006,0,350,2721,0,0,567,886,851
2007,0,461,2719,0,0,568,889,853
2008,0,528,2708,0,0,567,887,852
2009,0,715,2711,0,0,570,887,852
2010,0,720,2725,0,0,572,889,853
2011,0,725,2731,0,0,571,888,853
2012,0,781,2738,0,0,571,888,854
2013,0,464,2736,0,0,574,895,852
2014,0,0,2795,0,0,506,914,845
2015,0,0,2771,0,0,462,919,845
2016,0,0,2723,0,0,480,913,847
2017,0,1515,2711,0,0,484,906,850
2018,0,1904,2519,0,0,457,913,852
2019,0,1699,2429,0,16,272,924,848
2020,0,1385,1618,0,164,231,928,848
2021,0,1414,2070,0,218,274,928,849
2022,0,1401,2293,0,203,317,913,851
2023,0,1439,2322,0,334,324,909,853
2024,0,1585,2151,0,331,336,911,854
2025,0,1693,2349,0,322,342,912,855
2026,0,1726,2342,0,326,346,912,855
2027,0,1721,2274,0,329,337,913,854
2028,0,1727,2320,0,326,344,914,851
2029,0,1727,2325,0,324,344,914,851
2030,0,1726,2219,0,334,340,914,851
2031,0,1723,2224,0,326,344,914,851
2032,0,1722,2223,0,334,344,914,852
2033,0,1725,2255,0,338,345,914,851
2034,0,1724,2288,0,335,346,914,852
2035,0,1722,2304,0,331,347,913,853
2036,0,1722,2305,0,332,346,912,854
2037,0,1719,2338,0,330,346,913,854
2038,0,1719,2291,0,330,348,913,853
2039,0,1722,2233,0,333,348,914,853
2040,0,1719,2235,0,339,348,915,853
2041,0,1721,2270,0,341,350,914,853
2042,0,1719,2279,0,338,351,914,853
2043,0,1719,2305,0,344,349,912,853
2044,0,1712,2313,0,342,352,913,854
2045,0,1719,2327,0,348,349,913,854
2046,0,1717,2304,0,347,351,913,854
2047,0,1717,2272,0,348,351,914,853
2048,0,0,2013,0,0,52,838,880
2049,0,0,2118,0,0,51,839,880
2050,0,0,2093,0,0,47,839,880
2051,0,0,2150,0,0,46,839,881
2052,0,0,2110,0,0,49,839,879
2053,0,0,1921,0,0,52,841,881
2054,0,0,1920,0,0,50,841,881
2055,0,0,1934,0,0,49,841,880
2056,0,0,1984,0,0,51,841,880
2057,0,0,2000,0,0,50,841,880
2058,0,0,2018,0,0,54,841,880
2059,0,0,2035,0,0,50,842,881
2060,0,0,2001,0,0,52,842,881
2061,0,0,1876,0,0,54,843,880
2062,0,0,1751,0,0,51,844,881
2063,0,0,1726,0,0,50,843,880
2064,0,0,1745,0,0,50,845,880
2065,0,0,1867,0,0,50,842,878
2066,0,0,1923,0,0,48,844,880
2067,0,0,1936,0,0,51,844,880
2068,0,0,2035,0,0,44,844,880
2069,0,0,2011,0,0,44,842,879
2070,0,0,2018,0,0,44,844,881
2071,0,0,2325,0,0,49,846,881
2072,0,0,2308,0,0,49,847,881
2073,0,0,2175,0,0,48,850,879
2074,0,0,2650,0,0,45,864,870
2075,0,0,2806,0,0,47,875,866
2076,0,0,2965,0,0,60,879,868
2077,0,0,2887,0,0,52,874,872
2078,0,0,2606,0,0,98,853,876
2079,0,0,2576,0,0,115,845,876
2080,0,0,2512,0,0,142,847,867
2081,0,0,2515,0,0,145,848,867
2082,0,0,2601,0,0,152,846,868
2083,0,30,2613,0,0,159,847,868
2084,0,0,2558,0,0,154,847,869
2085,0,83,2610,0,0,158,847,869
2086,0,99,2602,0,0,160,846,868
2087,0,91,2534,0,0,159,847,868
2088,0,275,2549,0,0,159,849,869
2089,0,316,2525,0,0,160,849,870
2090,0,249,1202,0,0,160,854,858
2091,0,301,0,0,0,155,855,860
2092,0,449,0,0,0,160,847,864
2093,0,371,1502,0,0,156,846,868
2094,0,449,2178,0,0,164,850,850
2095,0,449,1949,0,0,179,846,858
2096,0,448,2097,0,0,182,847,858
2097,0,455,2129,0,0,183,846,867
2098,0,460,2176,0,0,185,846,868
2099,0,457,2173,0,0,185,845,869
