,FFSR1,FFSR2,FFSR3,FFSR4,RFSR1,RFSR2,RFSR3,RFSR4
718,1743,0,0,0,0,62,668,706
719,1721,0,0,0,0,61,672,699
720,1735,0,0,0,0,62,676,699
721,1756,0,0,0,0,58,678,701
722,1741,0,0,0,0,57,663,703
723,1738,0,0,0,0,60,649,703
724,1751,0,0,0,0,58,647,706
725,1738,0,0,0,0,62,646,707
726,1751,0,0,0,0,62,639,711
727,1747,0,0,0,0,61,642,711
728,1747,0,0,0,0,62,644,711
729,1746,0,0,0,0,62,647,710
730,1744,0,0,0,0,62,649,711
731,1744,0,0,0,0,63,649,711
732,1743,0,0,0,0,63,651,711
733,1735,0,0,0,0,61,651,710
734,1744,0,0,0,0,67,652,711
735,1722,0,0,0,0,66,655,705
736,1735,0,0,0,0,66,657,712
737,1739,0,0,0,0,66,658,712
738,1731,0,0,0,0,67,658,712
739,1724,0,0,0,0,65,657,711
740,1729,0,0,0,0,68,658,713
741,1731,0,0,0,0,65,659,712
742,1731,0,0,0,0,64,660,711
743,1735,0,0,0,0,64,659,711
744,1735,0,0,0,0,65,662,712
745,1734,0,0,0,0,66,661,712
746,1728,0,0,0,0,65,662,712
747,1727,0,0,0,0,66,662,711
748,1728,0,0,0,0,66,662,713
749,1725,0,0,0,0,66,662,713
750,1727,0,0,0,0,67,661,713
751,1726,0,0,0,0,66,661,713
752,1721,0,0,0,0,65,662,714
753,1718,0,0,0,0,65,661,716
754,1722,0,0,0,0,64,665,717
755,1719,0,0,0,0,66,667,716
756,1715,0,0,0,0,65,667,716
757,1718,0,0,0,0,64,667,716
758,1717,0,0,0,0,67,668,716
759,1718,0,0,0,0,66,668,716
760,1719,0,0,0,0,65,670,716
761,1712,0,0,0,0,64,672,716
762,1702,0,0,0,0,65,671,716
763,1695,0,0,0,0,68,671,715
764,1685,0,0,0,0,67,672,714
765,1696,0,0,0,0,68,671,715
766,1697,0,0,0,0,66,672,715
767,1699,0,0,0,0,68,672,715
768,0,2626,657,0,0,479,642,727
769,0,2626,797,0,0,479,643,729
770,0,2622,799,0,0,479,647,729
771,0,2617,788,0,0,478,648,728
772,0,2606,794,0,0,478,648,728
773,0,2619,791,0,0,480,651,729
774,0,2618,799,0,0,480,650,728
775,0,2618,802,0,0,481,650,728
776,0,2618,801,0,0,481,646,728
777,0,2614,800,0,0,480,649,729
778,0,2618,859,0,0,480,649,728
779,0,2615,865,0,0,478,648,729
780,0,2611,890,0,0,480,648,729
781,0,2613,803,0,0,481,649,729
782,0,2615,803,0,0,481,649,730
783,0,2614,812,0,0,481,650,729
784,0,2615,815,0,0,482,650,729
785,0,2612,912,0,0,483,648,729
786,0,2610,909,0,0,482,650,729
787,0,2613,912,0,0,483,649,729
788,0,2611,912,0,0,483,649,730
789,0,2611,1091,0,0,484,651,731
790,0,2611,1102,0,0,483,651,731
791,0,2610,1138,0,0,483,642,731
792,0,2608,1269,0,0,478,635,729
793,0,2608,1296,0,0,480,643,729
794,0,2607,1294,0,0,479,641,729
795,0,2599,1333,0,0,476,633,728
796,0,2605,1298,0,0,473,637,728
797,0,2611,1255,0,0,475,641,729
798,0,2611,1189,0,0,476,642,729
799,0,2601,1547,0,0,475,642,728
800,0,2609,1598,0,0,477,644,728
801,0,2610,1600,0,0,477,643,728
802,0,2598,1598,0,0,477,637,727
803,0,2595,1438,0,0,476,651,729
804,0,2608,1387,0,0,470,656,732
805,0,2606,1265,0,0,471,657,735
806,0,2608,1152,0,0,472,651,734
807,0,2607,1110,0,0,470,655,734
808,0,2606,1088,0,0,473,655,734
809,0,2608,1098,0,0,473,654,734
810,0,2607,1093,0,0,475,655,734
811,0,2608,1088,0,0,474,656,734
812,0,2606,1087,0,0,475,657,735
813,0,2607,1088,0,0,477,658,734
814,0,2608,1096,0,0,476,657,734
815,0,2608,1098,0,0,477,657,733
816,0,2606,1101,0,0,476,657,733
817,0,2608,1095,0,0,477,659,734
818,0,2606,1101,0,0,477,659,734
819,0,2608,1104,0,0,477,660,734
820,0,2608,1090,0,0,476,662,734
821,0,2607,1091,0,0,478,663,734
822,0,2608,1095,0,0,477,663,735
823,0,2607,1075,0,0,473,666,737
824,0,2608,1104,0,0,475,660,737
825,0,2608,1109,0,0,467,644,737
826,0,2606,1309,0,0,470,644,736
827,0,2608,1285,0,0,471,650,736
828,0,2607,1284,0,0,471,650,736
829,0,2607,1293,0,0,472,653,737
830,0,2609,1135,0,0,468,654,738
831,0,2608,1126,0,0,470,655,738
832,1765,0,0,0,0,85,781,792
833,1750,0,0,0,0,83,781,792
834,1970,0,0,0,22,88,804,752
835,1980,0,0,0,21,89,804,751
836,2064,0,0,0,14,89,802,755
837,2058,0,0,0,15,88,802,758
838,2063,0,0,0,15,86,796,762
839,2064,0,0,0,19,87,796,763
840,2080,0,0,0,18,88,797,765
841,2079,0,0,0,18,88,797,765
842,2095,0,0,0,16,88,797,767
843,2096,0,0,0,14,88,796,768
844,2095,0,0,0,14,89,796,768
845,2094,0,0,0,15,87,792,768
846,2100,0,0,0,13,88,791,770
847,2098,0,0,0,14,89,792,770
848,2101,0,0,0,14,90,793,771
849,2098,0,0,0,14,86,794,771
850,2093,0,0,0,14,88,794,770
851,2096,0,0,0,16,88,796,771
852,2087,0,0,0,20,87,797,770
853,2095,0,0,0,18,86,799,769
854,2094,0,0,0,23,87,800,766
855,2096,0,0,0,22,86,801,763
856,2094,0,0,0,20,86,802,757
857,2095,0,0,0,27,87,805,752
858,2096,0,0,0,25,85,802,750
859,2119,0,0,0,30,84,802,752
860,2135,0,0,0,32,85,799,752
861,2097,0,0,0,31,85,801,750
862,2101,0,0,0,44,85,800,747
863,2107,0,0,0,50,88,800,745
864,2083,0,0,0,48,86,797,743
865,2118,0,0,0,50,87,796,746
866,2096,0,0,0,48,87,796,746
867,2099,0,0,0,50,85,795,748
868,2098,0,0,0,48,85,790,748
869,2091,0,0,0,46,85,789,748
870,2107,0,0,0,45,84,791,750
871,2103,0,0,0,41,87,791,750
872,2106,0,0,0,40,87,790,750
873,2096,0,0,0,39,86,789,748
874,2108,0,0,0,39,87,789,750
875,2105,0,0,0,41,88,787,753
876,2112,0,0,0,43,90,785,755
877,2115,0,0,0,39,88,783,757
878,2115,0,0,0,18,90,781,758
879,2119,0,0,0,31,86,781,759
880,2113,0,0,0,20,87,782,759
881,2115,0,0,0,19,88,781,759
882,2114,0,0,0,27,87,779,759
883,2110,0,0,0,18,89,782,760
884,2101,0,0,0,20,90,782,760
885,2103,0,0,0,20,91,781,761
886,2086,0,0,0,23,91,781,761
887,2081,0,0,0,22,90,780,762
888,2097,0,0,0,23,89,782,763
889,2082,0,0,0,21,89,780,762
890,2096,0,0,0,26,90,781,764
891,2096,0,0,0,20,90,782,764
892,2086,0,0,0,24,89,781,762
893,2081,0,0,0,23,90,781,762
894,2093,0,0,0,25,90,784,763
895,2072,0,0,0,25,89,783,761
896,0,3005,2752,0,0,439,520,749
897,0,3004,2755,0,0,439,521,747
898,0,3006,2775,0,0,440,530,740
899,0,3008,2775,0,0,438,529,740
900,0,3004,2719,0,0,439,550,741
901,0,3006,2718,0,0,439,544,742
902,0,2997,2704,0,0,438,548,741
903,0,2994,2706,0,0,439,551,739
904,0,3007,2731,0,0,442,547,741
905,0,3006,2715,0,0,441,546,742
906,0,3007,2733,0,0,440,548,746
907,0,3008,2727,0,0,438,558,747
908,0,2996,2839,0,0,436,557,736
909,0,2997,2818,0,0,433,551,739
910,0,3002,2877,0,0,437,544,734
911,0,3008,2894,0,0,438,545,738
912,0,3007,2875,0,0,435,554,741
913,0,3010,2886,0,0,439,546,741
914,0,3009,2886,0,0,438,549,741
915,0,3008,2881,0,0,439,554,744
916,0,3007,2878,0,0,439,555,743
917,0,3009,2862,0,0,441,553,744
918,0,2999,2864,0,0,441,554,743
919,0,3011,2839,0,0,440,569,744
920,0,3008,2801,0,0,438,573,745
921,0,3007,2787,0,0,435,579,748
922,0,3011,2763,0,0,439,535,751
923,0,2998,2751,0,0,437,547,751
924,0,3002,2743,0,0,435,544,752
925,0,3009,2751,0,0,438,553,754
926,0,3008,2747,0,0,430,558,755
927,0,3007,2736,0,0,432,558,755
928,0,3009,2733,0,0,428,554,757
929,0,3008,2736,0,0,433,555,756
930,0,3008,2725,0,0,429,560,757
931,0,3006,2733,0,0,431,561,757
932,0,3007,2723,0,0,429,562,757
933,0,3008,2719,0,0,426,559,757
934,0,3009,2717,0,0,427,557,757
935,0,3008,2715,0,0,427,560,758
936,0,3010,2717,0,0,425,559,758
937,0,3008,2714,0,0,426,560,758
938,0,3008,2723,0,0,426,561,756
939,0,2995,2711,0,0,425,564,757
940,0,3008,2743,0,0,425,573,753
941,0,3008,2751,0,0,425,573,752
942,0,3009,2759,0,0,424,580,751
943,0,3008,2776,0,0,424,579,751
944,0,3008,2741,0,0,424,578,752
945,0,3007,2785,0,0,427,578,751
946,0,3008,2779,0,0,429,578,751
947,0,3046,2659,0,0,451,499,764
948,0,3037,2311,0,0,449,542,760
949,0,3029,2170,0,0,451,523,765
950,0,3047,2469,0,0,456,514,761
951,0,3043,2523,0,0,452,522,763
952,0,3018,2525,0,0,445,550,762
953,0,3027,2593,0,0,453,545,764
954,0,3015,2585,0,0,452,553,765
955,0,3029,2567,0,0,447,554,766
956,0,3026,2569,0,0,448,554,766
957,0,3025,2577,0,0,448,554,767
958,0,3024,2582,0,0,446,555,767
959,0,3024,2586,0,0,444,555,767
960,3383,0,990,3700,467,75,4,682
961,3347,0,972,3680,461,81,4,686
962,3355,0,1011,3698,435,78,4,684
963,3355,61,950,3702,433,79,4,662
964,3328,98,898,3716,418,82,4,652
965,3296,197,890,3739,424,83,4,651
966,3293,193,851,3740,419,82,4,653
967,3299,169,896,3744,460,81,4,656
968,3351,145,859,3730,492,84,4,666
969,3358,122,891,3722,498,82,4,674
970,3344,130,902,3723,504,85,4,674
971,3348,89,937,3723,528,85,4,674
972,3346,99,943,3715,524,85,4,676
973,3349,107,972,3713,514,75,4,686
974,3374,0,939,3728,535,85,3,681
975,3385,0,944,3700,518,85,3,686
976,3366,0,951,3695,519,85,3,689
977,3391,0,976,3654,536,84,4,695
978,3387,0,970,3655,549,83,4,697
979,3376,0,976,3667,590,81,4,697
980,3344,0,944,3633,660,84,0,699
981,3322,0,962,3646,700,85,0,695
982,3280,0,941,3719,799,85,0,666
983,3227,0,951,3667,840,84,0,659
984,3143,0,1004,3662,773,84,124,649
985,3108,0,1131,3611,667,87,188,650
986,3065,0,1009,3632,743,87,0,661
987,3203,0,945,3667,379,87,0,653
988,3258,0,955,3725,264,86,0,653
989,3280,0,1023,3728,299,87,0,652
990,3281,0,1011,3730,297,86,0,667
991,3323,0,1008,3735,377,84,0,665
992,3357,0,981,3742,410,80,0,670
993,3378,0,934,3767,454,82,0,651
994,3393,0,884,3782,410,75,0,624
995,3399,0,879,3777,409,73,0,631
996,3409,0,867,3786,436,73,0,637
997,3442,0,855,3782,464,66,0,632
998,3456,0,855,3776,480,67,0,616
999,3454,0,865,3771,490,66,0,633
1000,3447,0,858,3764,504,68,0,635
1001,3463,0,866,3774,502,64,0,640
1002,3455,0,875,3765,510,68,0,642
1003,3453,0,931,3765,519,69,0,644
1004,3459,0,927,3769,555,70,0,639
1005,3483,0,928,3760,584,71,0,638
1006,3483,0,933,3760,589,68,0,644
1007,3467,0,946,3742,672,72,0,644
1008,3462,0,937,3742,689,69,0,646
1009,3446,0,919,3760,681,70,0,647
1010,3445,0,880,3769,661,73,0,647
1011,3455,0,878,3765,575,74,0,646
1012,3456,0,889,3763,499,72,0,648
1013,3455,0,841,3767,458,73,0,629
1014,3437,0,788,3777,516,72,0,612
1015,3484,0,822,3776,541,72,0,617
1016,3491,0,820,3760,557,74,0,623
1017,3494,0,831,3758,563,74,0,626
1018,3504,0,837,3753,582,74,0,633
1019,3488,0,833,3735,591,74,0,636
1020,3493,0,813,3735,598,68,0,637
1021,3504,0,811,3741,606,73,0,641
1022,3510,0,820,3731,615,76,0,645
1023,3509,0,833,3724,621,75,0,647
1024,0,1648,113,0,0,137,548,765
1025,0,1637,80,0,0,141,548,766
1026,0,1637,0,0,0,141,549,766
1027,0,1635,0,0,0,141,551,764
1028,0,1647,0,0,0,140,554,761
1029,0,1655,0,0,0,143,555,761
1030,0,1671,115,0,0,142,558,751
1031,0,1686,106,0,0,139,565,733
1032,0,1671,431,0,0,128,577,668
1033,0,1676,1202,0,0,102,575,571
1034,0,1707,1508,0,0,118,516,615
1035,0,1669,659,0,0,135,516,734
1036,0,1696,448,0,0,137,524,746
1037,0,1719,597,0,0,142,543,745
1038,0,1729,633,0,0,139,544,746
1039,0,1728,528,0,0,139,546,746
1040,0,1726,665,0,0,142,549,745
1041,0,1728,629,0,0,142,549,746
1042,0,1735,667,0,0,141,550,748
1043,0,1758,671,0,0,144,550,746
1044,0,1758,659,0,0,143,548,750
1045,0,1756,668,0,0,143,549,750
1046,0,1745,653,0,0,144,549,751
1047,0,1747,666,0,0,144,551,753
1048,0,1753,668,0,0,144,552,753
1049,0,1744,665,0,0,143,550,752
1050,0,1749,666,0,0,143,556,753
1051,0,1756,649,0,0,143,558,752
1052,0,1751,576,0,0,144,559,753
1053,0,1755,505,0,0,143,559,754
1054,0,1744,481,0,0,151,531,768
1055,0,1755,503,0,0,152,506,786
1056,0,1755,499,0,0,152,504,797
1057,0,1744,450,0,0,142,508,793
1058,0,1742,486,0,0,150,521,787
1059,0,1747,474,0,0,148,524,786
1060,0,1754,481,0,0,147,530,782
1061,0,1744,495,0,0,149,532,781
1062,0,1739,497,0,0,145,532,777
1063,0,1734,501,0,0,147,534,772
1064,0,1724,501,0,0,145,536,772
1065,0,1718,557,0,0,143,532,774
1066,0,1727,561,0,0,148,536,774
1067,0,1702,505,0,0,148,535,775
1068,0,1701,506,0,0,154,536,778
1069,0,1712,506,0,0,152,536,775
1070,0,1710,509,0,0,148,537,775
1071,0,1713,573,0,0,155,535,775
1072,0,1702,605,0,0,155,535,776
1073,0,1714,509,0,0,157,535,776
1074,0,1730,506,0,0,156,537,776
1075,0,1702,501,0,0,154,536,775
1076,0,1712,503,0,0,155,536,776
1077,0,1712,506,0,0,154,535,776
1078,0,1712,500,0,0,155,535,775
1079,0,1716,555,0,0,155,536,776
1080,0,1718,507,0,0,154,535,777
1081,0,1711,509,0,0,156,537,777
1082,0,1708,502,0,0,154,537,780
1083,0,1709,503,0,0,154,538,780
1084,0,1712,496,0,0,155,538,779
1085,0,1709,502,0,0,143,539,780
1086,0,1712,506,0,0,151,534,782
1087,0,1712,510,0,0,144,527,782
1088,0,3349,3440,0,0,614,3,625
1089,0,3405,3471,0,0,558,0,628
1090,0,3461,3462,0,0,527,0,645
1091,0,3472,3531,0,0,521,0,634
1092,0,3497,3556,0,0,533,0,607
1093,0,3543,3568,0,0,577,0,595
1094,0,3539,3591,0,0,602,0,552
1095,0,3569,3594,0,0,628,0,569
1096,0,3638,3550,0,0,624,0,595
1097,0,3701,3507,0,0,625,0,608
1098,0,3713,3503,0,0,621,0,603
1099,0,3683,3463,0,0,607,0,619
1100,0,3604,3409,0,0,610,0,635
1101,0,3583,3370,0,0,591,0,645
1102,0,3630,3401,0,0,594,0,637
1103,0,3648,3549,0,0,603,0,568
1104,0,3601,3571,0,0,606,0,552
1105,0,3547,3595,0,0,583,0,563
1106,0,3555,3568,0,0,588,0,583
1107,0,3632,3581,0,0,589,0,619
1108,0,3622,3553,0,0,575,0,631
1109,0,3609,3562,0,0,570,0,639
1110,0,3621,3626,0,0,599,0,639
1111,0,3513,3527,0,0,583,0,649
1112,0,3442,3392,0,0,570,0,656
1113,0,3552,3376,0,0,588,0,646
1114,0,3605,3550,0,0,567,1,605
1115,0,3645,3563,0,0,601,0,601
1116,0,3717,3551,0,0,630,1,592
1117,0,3473,3450,0,0,596,1,642
1118,0,3503,3419,0,0,576,1,654
1119,0,3635,3421,0,0,577,0,648
1120,0,3760,3520,0,0,615,0,609
1121,0,3761,3552,0,0,624,0,611
1122,0,3764,3551,0,0,628,0,617
1123,0,3767,3521,0,0,630,0,622
1124,0,3755,3561,0,0,634,0,610
1125,0,3694,3557,0,0,621,0,621
1126,0,3649,3567,0,0,612,0,628
1127,0,3632,3483,0,0,583,0,646
1128,0,3687,3466,0,0,586,0,640
1129,0,3714,3430,0,0,600,0,649
1130,0,3761,3441,0,0,617,1,639
1131,0,3769,3439,0,0,617,0,644
1132,0,3792,3465,0,0,635,0,614
1133,0,3791,3502,0,0,641,0,609
1134,0,3753,3472,0,0,631,0,580
1135,0,3765,3458,0,0,632,0,590
1136,0,3774,3343,0,0,627,0,597
1137,0,3708,3425,0,0,592,0,592
1138,0,3739,3489,0,0,596,0,608
1139,0,3724,3537,0,0,604,0,595
1140,0,3721,3535,0,0,606,0,603
1141,0,3691,3456,0,0,600,0,625
1142,0,3693,3462,0,0,601,0,631
1143,0,3650,3443,0,0,602,0,629
1144,0,3635,3502,0,0,603,0,629
1145,0,3698,3549,0,0,638,0,575
1146,0,3719,3543,0,0,640,0,597
1147,0,3701,3557,0,0,633,0,614
1148,0,3681,3542,0,0,626,0,622
1149,0,3696,3483,0,0,601,0,633
1150,0,3631,3439,0,0,575,0,630
1151,0,3696,3546,0,0,629,0,606
1152,226,1573,1730,0,0,410,431,744
1153,214,1579,1744,0,0,411,427,745
1154,213,1567,1755,0,0,411,426,744
1155,214,1570,1782,0,0,410,423,747
1156,211,1573,1776,0,0,405,416,749
1157,210,1561,1773,0,0,407,419,749
1158,217,1567,1769,0,0,404,419,751
1159,240,1552,1761,0,0,406,420,749
1160,236,1571,1757,0,0,408,428,747
1161,247,1584,1755,0,0,411,428,748
1162,240,1571,1711,0,0,410,429,746
1163,310,1589,1709,0,0,407,424,749
1164,311,1594,1717,0,0,412,430,750
1165,304,1591,1718,0,0,417,430,750
1166,311,1595,1706,0,0,415,430,750
1167,318,1600,1702,0,0,413,432,751
1168,319,1607,1757,0,0,400,436,750
1169,308,1609,1899,0,0,386,441,748
1170,311,1619,1546,0,0,386,451,750
1171,294,1627,567,0,0,371,421,761
1172,298,1635,562,0,0,371,420,760
1173,298,1647,550,0,0,373,420,763
1174,302,1633,547,0,0,376,423,761
1175,274,1638,550,0,0,374,424,761
1176,246,1632,541,0,0,373,416,762
1177,281,1646,551,0,0,383,440,761
1178,269,1643,976,0,0,378,451,759
1179,293,1650,1690,0,0,386,440,756
1180,301,1646,1808,0,0,379,437,756
1181,294,1653,1707,0,0,383,434,757
1182,293,1644,1691,0,0,398,433,758
1183,288,1641,1686,0,0,396,436,756
1184,280,1641,1684,0,0,398,436,756
1185,284,1642,1687,0,0,403,437,756
1186,283,1641,1683,0,0,404,429,757
1187,283,1638,1682,0,0,404,434,757
1188,284,1643,1681,0,0,407,425,757
1189,290,1648,1696,0,0,408,430,758
1190,291,1648,1695,0,0,412,431,758
1191,283,1643,1685,0,0,409,429,757
1192,272,1648,1697,0,0,412,429,757
1193,259,1641,1687,0,0,410,434,755
1194,256,1642,1687,0,0,412,434,756
1195,261,1649,1697,0,0,412,430,757
1196,269,1645,1689,0,0,412,438,756
1197,270,1650,1714,0,0,415,437,757
1198,274,1646,1688,0,0,410,438,755
1199,281,1649,1694,0,0,413,438,757
1200,264,1651,1701,0,0,414,437,757
1201,282,1650,1721,0,0,413,439,757
1202,285,1654,1726,0,0,413,439,757
1203,290,1652,1725,0,0,414,435,757
1204,291,1653,1708,0,0,412,427,758
1205,298,1652,1731,0,0,411,420,759
1206,281,1646,1726,0,0,409,413,762
1207,240,1648,1723,0,0,405,413,763
1208,313,1650,1731,0,0,410,416,762
1209,256,1651,1730,0,0,414,419,762
1210,263,1649,1745,0,0,414,419,761
1211,287,1665,1717,0,0,415,425,761
1212,298,1674,1728,0,0,416,429,761
1213,283,1674,1738,0,0,416,434,761
1214,293,1744,1725,0,0,417,431,761
1215,277,1712,1777,0,0,417,407,768
1216,0,3554,3375,0,0,539,20,714
1217,0,3651,3415,0,0,524,25,721
1218,0,3568,3417,0,0,516,22,712
1219,0,3469,3429,0,0,427,25,717
1220,0,3360,3449,0,0,362,22,723
1221,0,3316,3443,0,0,387,25,726
1222,0,3470,3461,0,0,490,15,722
1223,0,3520,3466,0,0,541,9,722
1224,0,3621,3440,0,0,574,14,723
1225,0,3661,3470,0,0,573,13,727
1226,0,3653,3453,0,0,579,13,726
1227,0,3634,3415,0,0,586,15,725
1228,0,3665,3441,0,0,573,12,727
1229,0,3466,3440,0,0,521,12,725
1230,0,3331,3440,0,0,464,12,725
1231,0,3450,3439,0,0,549,11,724
1232,0,3627,3438,0,0,592,12,726
1233,0,3617,3420,0,0,593,9,726
1234,0,3604,3435,0,0,586,9,727
1235,0,3567,3435,0,0,578,7,729
1236,0,3554,3436,0,0,560,8,729
1237,0,3507,3435,0,0,500,0,734
1238,0,3328,3451,0,0,446,0,731
1239,0,3265,3438,0,0,358,0,734
1240,0,3201,3448,0,0,320,0,732
1241,0,3027,3448,0,0,266,0,732
1242,0,3026,3441,0,0,257,0,734
1243,0,3041,3420,0,0,245,0,732
1244,0,3033,3413,0,0,235,0,732
1245,0,3102,3408,0,0,232,0,733
1246,0,3157,3401,0,0,246,0,731
1247,0,3183,3393,0,0,257,0,727
1248,0,3255,3397,0,0,271,0,729
1249,0,3312,3411,0,0,277,0,731
1250,0,3393,3418,0,0,455,0,731
1251,0,3440,3446,0,0,550,0,730
1252,0,3375,3423,0,0,528,0,731
1253,0,3419,3431,0,0,539,0,732
1254,0,3470,3444,0,0,563,0,728
1255,0,3469,3427,0,0,555,0,729
1256,0,3452,3408,0,0,556,0,731
1257,0,3433,3394,0,0,550,0,730
1258,0,3423,3375,0,0,557,0,729
1259,0,3440,3389,0,0,546,0,727
1260,0,3411,3402,0,0,510,0,728
1261,0,3413,3413,0,0,519,0,727
1262,0,3425,3427,0,0,525,0,730
1263,0,3425,3429,0,0,512,0,731
1264,0,3492,3425,0,0,556,0,727
1265,0,3616,3417,0,0,575,0,719
1266,0,3610,3417,0,0,563,0,722
1267,0,3628,3423,0,0,575,0,724
1268,0,3619,3418,0,0,568,0,725
1269,0,3611,3408,0,0,573,0,725
1270,0,3606,3415,0,0,570,0,726
1271,0,3589,3405,0,0,558,0,726
1272,0,3559,3406,0,0,544,0,726
1273,0,3530,3407,0,0,571,0,721
1274,0,3531,3391,0,0,589,10,722
1275,0,3482,3347,0,0,626,0,716
1276,0,3486,3307,0,0,638,7,714
1277,0,3551,3330,0,0,645,0,716
1278,0,3678,3340,0,0,658,0,717
1279,0,3715,3354,0,0,640,0,719
1280,0,3510,3522,0,0,712,697,483
1281,0,3441,3490,0,0,700,749,492
1282,0,3457,3398,0,0,697,811,448
1283,0,3280,3136,0,0,672,885,418
1284,0,775,3006,0,0,600,928,328
1285,0,1513,2974,0,0,643,904,362
1286,0,3275,3117,0,0,749,899,383
1287,0,3321,3307,0,0,744,857,404
1288,0,3305,3382,0,0,738,865,435
1289,0,3255,3389,0,0,742,867,431
1290,0,3125,3397,0,0,739,869,445
1291,0,3085,3403,0,0,737,878,446
1292,0,3056,3401,0,0,742,876,449
1293,0,3051,3413,0,0,741,876,453
1294,0,3017,3399,0,0,740,880,455
1295,0,2944,3402,0,0,737,884,458
1296,0,2901,3391,0,0,733,886,455
1297,0,2886,3395,0,0,735,889,457
1298,0,2871,3395,0,0,734,892,460
1299,0,2867,3395,0,0,736,893,458
1300,0,2864,3397,0,0,738,893,460
1301,0,2851,3394,0,0,739,893,460
1302,0,2823,3395,0,0,739,896,459
1303,0,2803,3395,0,0,739,897,460
1304,0,2800,3392,0,0,739,897,459
1305,0,2780,3381,0,0,740,898,459
1306,0,2768,3385,0,0,740,898,460
1307,0,2769,3390,0,0,740,899,462
1308,0,2744,3392,0,0,740,900,451
1309,0,2740,3391,0,0,741,902,459
1310,0,2719,3385,0,0,740,903,460
1311,0,2718,3376,0,0,740,904,453
1312,0,2710,3391,0,0,740,906,458
1313,0,2714,3380,0,0,741,906,457
1314,0,2711,3387,0,0,741,907,455
1315,0,2708,3377,0,0,741,907,458
1316,0,2693,3367,0,0,740,908,458
1317,0,2729,3373,0,0,740,908,462
1318,0,2721,3376,0,0,740,909,463
1319,0,2725,3382,0,0,743,907,461
1320,0,2727,3402,0,0,743,908,458
1321,0,2715,3378,0,0,744,909,457
1322,0,2709,3387,0,0,744,909,453
1323,0,2703,3380,0,0,745,910,453
1324,0,2702,3377,0,0,744,910,456
1325,0,2717,3376,0,0,745,911,454
1326,0,2704,3376,0,0,745,911,456
1327,0,2703,3376,0,0,744,911,457
1328,0,2706,3377,0,0,745,911,445
1329,0,2694,3371,0,0,744,912,449
1330,0,2707,3373,0,0,745,912,449
1331,0,2715,3369,0,0,746,911,453
1332,0,2720,3363,0,0,747,912,452
1333,0,2719,3366,0,0,747,912,455
1334,0,2720,3371,0,0,747,912,456
1335,0,2722,3375,0,0,748,913,456
1336,0,2718,3374,0,0,748,912,454
1337,0,2718,3371,0,0,748,912,454
1338,0,2715,3371,0,0,748,912,454
1339,0,2686,3352,0,0,749,913,454
1340,0,2704,3362,0,0,749,913,454
1341,0,2704,3366,0,0,749,914,457
1342,0,2688,3355,0,0,748,913,457
1343,0,2702,3367,0,0,750,914,456
1344,0,0,0,2903,0,43,657,0
1345,0,0,0,2891,0,45,662,0
1346,0,0,0,2903,0,47,663,0
1347,0,0,0,2897,0,47,666,0
1348,0,0,0,2905,0,45,666,0
1349,0,0,0,2901,0,46,669,0
1350,0,0,0,2896,0,46,669,0
1351,0,0,0,2896,0,45,670,0
1352,0,0,0,2896,0,46,670,0
1353,0,0,0,2889,0,45,669,0
1354,0,0,0,2896,0,44,669,0
1355,0,0,0,2898,0,41,670,0
1356,0,0,0,2902,0,41,672,0
1357,0,0,0,2896,0,42,677,0
1358,0,0,0,2896,0,42,680,0
1359,0,0,0,2898,0,42,681,0
1360,0,0,0,2900,0,43,682,0
1361,0,0,0,2891,0,44,681,0
1362,0,0,0,2889,0,44,677,0
1363,0,0,0,2873,0,42,681,0
1364,0,0,0,2879,0,44,681,0
1365,0,0,0,2877,0,44,683,0
1366,0,0,0,2859,0,42,683,0
1367,0,0,0,2878,0,43,685,0
1368,0,0,0,2875,0,46,688,0
1369,0,0,0,2880,0,47,689,0
1370,0,0,0,2903,0,46,689,0
1371,0,0,0,2903,0,45,688,0
1372,0,0,0,2896,0,46,692,0
1373,0,0,0,2895,0,45,690,0
1374,0,0,0,2891,0,42,693,0
1375,0,0,0,2863,0,44,693,0
1376,0,0,0,2859,0,45,693,0
1377,0,0,0,2862,0,42,689,0
1378,0,0,0,2861,0,41,693,0
1379,0,0,0,2861,0,46,693,0
1380,0,0,0,2863,0,46,693,0
1381,0,0,0,2858,0,45,693,0
1382,0,0,0,2861,0,43,626,0
1383,0,0,0,2861,0,39,642,0
1384,0,0,0,2853,0,41,661,0
1385,0,0,0,2833,0,46,666,0
1386,0,0,0,2849,0,45,664,0
1387,0,0,0,2845,0,46,664,0
1388,0,0,0,2843,0,44,669,0
1389,0,0,0,2841,0,46,651,0
1390,0,0,0,2841,0,46,639,0
1391,0,0,0,2842,0,45,642,0
1392,0,0,0,2841,0,45,608,0
1393,0,0,0,2837,0,43,609,0
1394,0,0,0,2832,0,40,609,0
1395,0,0,0,2826,0,43,577,0
1396,0,0,0,2832,0,43,589,0
1397,0,0,0,2834,0,38,609,0
1398,0,0,0,2835,0,43,593,0
1399,0,0,0,2835,0,40,610,0
1400,0,0,0,2834,0,41,629,0
1401,0,0,0,2832,0,43,655,0
1402,0,0,0,2842,0,44,658,0
1403,0,0,0,2843,0,43,662,0
1404,0,0,0,2842,0,47,658,0
1405,0,0,0,2845,0,48,661,0
1406,0,0,0,2845,0,47,663,0
1407,0,0,0,2850,0,46,662,0
